code,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
cameras_s147,0.1269224,0.085484,0.3611565,0.40287384,-0.2714916,0.3411338,0.40889645,0.45133814,0.15295328,0.46302423,0.4616593,0.121381804,0.05693152,0.48387322,0.29305685,0.007912591,0.17009176,0.20527789,0.32205406,0.16330452,0.2830575,-0.07107748,-0.1898388,0.393191,0.44609356,0.009556647,0.48300147,0.37305963,-0.20426889,0.6191435,0.4271489,0.5258213,0.07328369,0.4433055,0.26206788,0.4218143,0.07363139,-0.028549854,0.6998308,0.74253017,-0.3027807,-0.31232923,0.08843996,0.4522249,0.13375926,-0.15455163,0.5123095,-0.017546626,0.40620917,0.39846098,0.5515016,0.625501,0.09610929,0.42712605,0.21175292,0.5310359,-0.036591653,0.2941445,0.22267191,0.12126899,0.6852295,-0.047965504,0.3068643,0.28706735,0.3834203,0.8883674,0.98255706,0.51750696,-0.10855299,0.7883602,0.27088594,0.64602804,0.01715638,0.13153729,0.37790507,0.3800653,0.36818588,0.25314695,0.053233825,-0.21169266,-0.012330849,0.5821362,0.77924794,0.28439194,0.5464696,0.096703015,-0.2337457,0.26187047,0.10758688,0.14186509,0.4558648,0.17942756,0.37822938,0.17007253,0.40483877,-0.2625104,1.1070443,-0.08307584,0.29470694,0.0053513288,-0.14821957,-0.06431413,0.42019802,-0.04710363,0.2582022,0.20914423,0.49374285,-0.10832564,0.5669937,0.08444559,-0.13361157,0.37791047,0.15395662,0.36312258,-0.15432489,0.3087513,0.036947757,0.12225895,0.29301727,-0.08346558,0.061137807,0.08792543,0.48409644,-0.06338005,-0.023358565,0.21694776,-0.02694777,0.85029364
cameras_s148,-0.07690672,0.039136022,-0.18927048,0.15084594,0.18257718,0.4247691,-0.03541942,0.40853098,-0.07791396,-0.03220038,-0.035326514,0.079170264,0.07581279,0.0030274289,-0.012263542,0.06462203,-0.021428186,0.6455202,0.15534881,-0.08599867,0.63030887,0.4574256,-0.037738577,0.1720522,-0.029222194,-0.18810488,0.47754094,-0.015476928,0.00021004677,-0.109926485,0.09144764,0.16479565,0.22739668,0.073586956,-0.12376636,0.28272328,-0.08454135,0.4300551,0.05674134,-0.112349935,-0.5096485,0.08324815,0.11326197,0.07076974,0.10967294,0.17924589,0.3805471,0.25190422,-0.04227174,0.27200735,-0.0070755985,0.08198176,0.28690165,0.35734653,0.25847,0.15842903,0.31399816,0.084081836,0.012651454,-0.0748197,0.5222942,-0.075647354,-0.018888552,0.29716486,0.6458185,-0.34096718,0.02396744,0.10636813,0.101073876,-0.061546873,0.07639136,0.37870947,0.2736977,0.163398,0.6054038,0.1275916,0.30410105,0.08307758,-0.04391328,-0.07427788,0.1240581,-0.005028151,0.1921563,0.58178484,0.37282193,-0.25698045,-0.08990827,0.29245967,0.032397393,0.04200542,0.20869972,0.024753898,-0.2831487,0.5035437,0.1310715,-0.1886501,0.5849779,0.31170452,-0.010573521,0.11898857,-0.07009648,0.098337345,0.5672503,0.033943392,-0.06464217,-0.024964232,0.25202006,0.137532,0.27172184,-0.029190592,0.24480018,0.9962086,-0.05593147,0.052308112,0.18115506,-0.074281916,-0.065191574,0.3786313,0.4768169,0.080005795,0.12348392,0.10553564,0.13925046,0.14075752,-0.04626585,0.22781175,-0.09643036,0.09567018
cameras_s150,-0.017604653,0.12169549,0.24493133,0.2996039,-0.0013976246,0.37875587,-0.06362999,0.06571768,0.034721605,-0.02929733,0.2712599,0.1736586,0.24923907,0.17582273,0.059484452,0.024870567,0.034694903,0.41997015,0.15256135,0.2555804,0.23369946,0.3632574,0.2535794,0.37029082,0.1332794,0.0018303953,0.73531157,0.4654526,-0.022745539,0.3806199,0.11993442,0.49370098,0.3619123,0.14908236,0.09958734,0.43548805,0.09085244,0.21927918,0.4558728,0.2163769,0.0048145875,-0.110060275,0.14346254,-0.091637075,-0.009643502,0.08990436,0.4332354,0.1398202,0.36189932,0.25382176,0.20127949,0.15924425,0.36190134,0.36845234,0.15045354,0.04834018,0.12324917,0.1729902,-0.019781075,0.06975962,0.2700584,0.30525404,0.58541197,0.23106168,0.5437867,0.2637779,0.19357513,0.4676429,-0.18986486,0.38935637,-0.0022827685,0.22274902,0.30470857,-0.19998474,0.6196963,-0.08733872,0.34346402,-0.3131078,-0.014953647,0.18099146,0.27190265,0.2414965,0.2132463,0.5819576,0.42517653,-0.023249492,0.17450011,0.39453933,0.43153512,0.2755518,0.1817947,0.1088643,-0.01194755,0.6770681,0.2911962,0.113919586,0.72883826,-0.12295535,0.09422243,-0.18607895,0.21678467,0.17276673,0.33749807,0.21386613,0.019160023,-0.15369737,0.43182954,-0.14975828,0.2441025,0.2909816,0.14666559,0.6798176,-0.10485613,0.36192113,0.20895988,-0.103578664,0.2858238,0.123197734,0.27314106,0.046634216,0.15400046,0.1636135,0.15170854,-0.016237164,0.27874884,0.40039402,0.02683243,0.4158745
cameras_s151,0.36166927,-0.18628487,0.24698018,0.21647799,0.25833163,0.10717065,-0.053421136,0.36933908,-0.16629203,-0.15789542,0.26889732,0.088475876,-0.17561021,0.29943484,-0.16563813,-0.17193037,-0.24289638,0.36981434,0.19359541,-0.09244999,0.40850538,0.08829168,0.1771715,0.20730333,0.28932983,0.2716226,0.56854725,0.42100903,-0.36151546,0.3679245,0.15763682,0.4073813,0.27482277,0.036522165,0.016430862,0.1675528,-0.2520952,0.20302108,-0.084381305,0.10054048,-0.002482418,0.12422256,0.102325395,0.3082096,0.07552595,0.098476894,0.3090387,0.28452447,0.16350244,0.18453066,0.2870919,0.33260354,0.47401646,0.39156303,0.35922188,0.29907274,0.41845977,-0.021250322,-0.13748088,0.11802984,0.3992306,-0.22497304,0.020412069,0.20490985,0.23059314,0.2197483,0.7465904,0.1960066,-0.12094727,0.35968357,0.3344205,0.13459134,0.12548575,-0.2700172,0.66802543,0.17996275,0.24344516,-0.12713715,0.04168699,-0.14795215,0.0017785002,0.22804277,0.22223619,0.35992926,0.32504052,-0.08489148,0.056145735,0.39183366,-0.00013805553,-0.0023279414,0.30607396,-0.041771803,0.19971022,0.13961333,0.1439102,0.11201157,0.31651258,-0.11273107,0.29152212,0.14062354,0.0049216235,0.38701147,0.20238751,0.027428424,0.3234399,-0.0008832179,0.26503888,-0.11744056,0.07721024,-0.13224715,0.036100134,0.34581396,0.113939896,-0.0060154945,0.37050694,0.06596999,0.23784932,0.37023026,0.30696094,-0.24564466,0.42601752,0.07244104,0.29726154,0.056854997,-0.018472455,0.1766192,0.078746535,0.3912358
cameras_s152,0.45396096,0.011836749,-0.10974428,-0.11133082,0.33317348,0.28613853,0.18162662,0.35849196,-0.11094046,0.058364145,-0.031353608,0.01196117,0.060120404,0.12214572,0.021538876,0.0034234673,-0.049542878,0.26879233,0.34609398,0.1322999,0.5667705,0.2569107,-0.10047119,0.11732842,0.105794705,0.18465072,0.346188,-0.023938235,-0.042511813,0.117888145,-0.08161506,-0.063946515,0.39841536,-0.077298634,-0.033354126,0.32496732,0.09207161,0.2942452,0.074602485,0.029899374,-0.3556506,0.053891096,0.4761147,0.095011115,0.18392776,0.24500972,0.10124637,0.11803794,-0.25681606,0.28467792,0.08100805,0.10296102,0.26249856,0.19982345,0.14317502,0.40926373,0.2826271,0.30627647,0.0880098,-0.20363706,0.54306334,-0.15803014,-0.096642345,0.24388383,0.35430205,-0.23396093,-0.09637016,-0.009481306,0.14067633,-0.06562239,0.28080294,0.47747555,-0.04900458,0.62314314,0.5219616,0.09443972,0.16767356,0.04035214,0.13793792,0.108040914,0.24905632,0.037743494,0.37111038,0.27666938,0.3533535,-0.009547766,-0.13454229,0.23475167,0.18259022,-0.05285593,0.11940441,0.32226026,0.18526267,0.5481645,-0.09558889,0.021806486,0.37421393,0.29768062,-0.09177254,0.3368238,0.10953664,0.090353586,0.29233927,-0.12710236,-0.2284593,-0.022886094,0.37277874,0.17682393,0.25015894,0.24816494,0.21812028,0.6442386,0.051505674,0.105783224,0.07570665,-0.030885478,0.02978924,0.5182808,0.40859437,0.058516756,0.28036046,0.23123202,0.13683103,0.19737603,0.012877757,-8.453429e-05,-0.022098389,0.101214916
cameras_s153,0.51607287,0.027934134,0.12857859,0.37631997,0.21418886,0.19727957,0.07526491,0.14853564,0.010410557,0.12419184,0.3805781,0.30829883,0.5125466,0.25923896,0.21895514,-0.22353137,0.076828614,0.4250095,0.081847176,0.5604585,0.3541378,0.50933814,0.075796664,0.8845401,0.174777,-0.009464443,0.83204615,0.3593597,-0.09427991,0.7855195,0.4282082,0.40243423,0.58631897,0.23222622,0.35734326,0.15404779,0.027648516,0.14299071,0.39863658,0.352913,-0.45105857,-0.21320279,0.08434735,0.010368656,0.07575961,-0.043949425,0.45103016,0.33933705,0.16055362,0.005678259,0.2738021,0.21353789,0.0037363097,0.7499018,0.21765792,0.11562868,0.12402041,-0.100635126,0.038231153,-0.26243645,0.19182348,0.14579462,0.2495602,0.3734165,0.50302887,0.39744288,0.17344096,0.4413405,0.009911451,0.5244063,0.058003187,0.45637745,0.40563828,0.018805208,0.44761318,0.090999246,0.12035903,-0.19830205,-0.13151544,0.052891552,0.13797185,0.24123698,0.34803692,0.4218827,0.5551308,0.20860237,0.23252513,0.12385818,0.45719633,0.16354308,0.058463275,0.1645706,0.13762605,0.5144494,0.43722412,0.11918077,0.6397119,-0.11961362,0.050520513,-0.057701148,0.023421004,0.12784663,0.28946587,0.06769999,0.048058778,-0.18181661,0.32315955,-0.019370198,0.3572199,0.26723498,0.30121693,0.7397121,0.08844413,0.46308064,0.21532369,-0.14358824,0.12574725,0.3190422,0.4475996,-0.12373645,0.3542596,0.1068608,0.18877818,0.09822358,0.49117023,0.26342255,0.18129778,0.19089545
cameras_s154,-0.0038694236,0.1155921,0.22863488,0.6186276,-0.084133916,0.4932123,0.11085494,0.11546211,0.1656928,0.26515874,0.37709892,0.22345501,-0.23138523,0.3485358,0.14270018,0.04205382,0.12857287,0.40907112,0.50660396,-0.14673986,0.59020185,-0.06968947,0.1274141,0.2546625,0.14962648,-0.109498724,0.49182907,0.14550534,-0.11296934,0.702071,0.1325321,0.57870555,0.40058127,0.2191428,0.14489391,0.6081905,0.018770201,-0.013754923,0.35598773,0.5965646,0.37565988,-0.013936234,-0.081146166,0.14267379,0.0010771668,0.5056919,0.14537683,0.07515592,0.16150981,0.43293488,0.22325006,0.31025243,0.8029523,0.5711845,0.49740663,0.48988116,0.31822592,0.38321888,0.077116236,0.15165915,0.4428271,0.1840886,0.36963597,0.07859164,0.5522837,0.2647066,0.6329875,0.49835938,0.19018501,0.55734384,0.054750092,0.35915244,0.07490124,-0.23824549,0.5338008,-0.010955766,0.6083076,-0.17654632,-0.20742457,0.17171584,0.34928852,0.20671898,0.43754116,0.2785361,0.39522228,0.0009912141,0.15392093,0.12997355,0.07884452,-0.029501567,0.26142147,0.09817172,0.0011502653,0.39865276,0.15812251,-0.14402059,0.43845844,-0.09793146,0.051336754,0.04480062,-0.0032415036,0.19303891,0.34432018,0.17230435,0.16816849,0.3535521,-0.1504014,0.2533724,0.19604711,0.14189889,-0.4222095,0.15596807,0.12079765,0.19906574,0.01594,0.12165288,-0.1363225,0.16859049,0.20219506,0.008369401,0.089874566,0.1662395,0.049997844,0.19113499,-0.024352208,0.124779195,0.4215214,0.7103882
cameras_s155,-0.037581094,0.12407692,0.28489703,0.2233178,0.08414539,0.33145198,0.06814689,0.39217874,0.005819384,0.2718168,0.30178386,-0.14523903,-0.2881177,0.22313592,0.011962708,0.18327202,0.010341197,0.30100417,0.38649675,0.01780781,0.54827183,0.17222263,-0.038215645,0.19181126,-0.064847305,0.018946845,0.47339678,0.14653379,-0.09221783,0.23023397,0.30156818,0.38182342,0.12723655,0.09708139,-0.029578786,0.33828038,-0.074481264,0.40347344,0.2981307,0.26372087,-0.11269663,-0.0026227832,0.11179991,0.16318303,0.24775445,0.2411015,0.42060274,0.19391055,0.12333578,0.2606572,0.35802424,0.38703996,0.27874953,0.4626215,0.24075186,0.45681232,0.22163334,0.12379406,0.061947674,0.115377896,0.6231875,-0.107314214,0.078508236,0.08120967,0.3630361,0.109880224,0.64759994,0.41403455,0.07285084,0.19542892,0.32406121,0.48175088,0.095795475,-0.13444625,0.5738738,0.14844957,0.3525954,-0.0023317114,0.003972764,0.18271193,0.13605165,0.26224965,0.320117,0.6335496,0.24385014,-0.06070325,0.18717164,0.16604666,0.012713834,0.026678743,0.37577674,-0.040807206,-0.018428013,0.25822994,0.12594038,-0.04876396,0.22173093,0.0014477037,0.21722673,0.09132169,-0.15659215,0.10349895,0.50479627,0.2056737,0.025271425,0.07292074,0.37043458,-0.0058082687,0.08204781,-0.09221284,-0.09462778,0.27157003,0.10525058,0.2204885,0.3756013,0.11864438,0.10038659,0.53622687,0.41491267,-0.15137365,0.12695426,0.26962104,0.23728922,0.34538844,0.07792156,0.30471066,0.1381457,0.42573243
cameras_s156,0.2823126,-0.17565688,0.1336172,0.0114757605,0.31927332,0.34570196,0.020751756,0.30619818,0.041393533,-0.14590797,0.16273311,-0.0943014,0.17697367,0.12415106,-0.014272863,0.03885331,-0.10263568,0.36838156,0.19760522,0.13019162,0.44360155,0.31007487,0.11016728,0.20321567,0.057521574,0.09639847,0.5885862,0.18854897,-0.18364327,0.15159488,-0.0069617014,0.25344935,0.23896472,0.033538237,-0.036767177,0.30857638,-0.21935076,0.2982997,0.03091643,0.03380408,-0.082073376,-0.21344647,0.13571654,0.03599232,0.13018955,0.3275601,0.2289001,-0.0069333157,-0.03512986,0.20840451,-0.13907811,0.10753119,0.29018965,0.3318485,0.13964891,0.54660666,0.27348676,0.03535015,-0.16331723,-0.03937415,0.6857654,-0.006789853,0.037754737,0.24410819,0.5517169,-0.041034505,0.04622964,0.065034196,-0.07844582,0.14888464,0.065213285,0.43096256,0.2818287,-0.054837406,0.5438984,0.23534152,0.36524922,-0.09073648,-0.045712214,-0.059587333,1.6847625e-05,0.0669906,0.22390603,0.54165524,0.5364506,-0.07633732,0.20649393,0.19673733,0.08019325,0.013371467,0.024348335,0.07871453,0.010080937,0.62669796,0.11701056,0.003673207,0.45620203,-0.030624844,0.09691939,0.15831752,0.07958613,0.13693038,0.38931707,-0.04632563,-0.1741692,-0.16807583,0.39185202,0.008544003,0.39051753,0.4862188,-0.01982025,0.88725775,-2.8964132e-06,0.080127314,-0.028405257,-0.14620665,0.16745824,0.47232997,0.36681664,0.03652901,0.18419302,0.12727456,0.029764008,-0.14478084,0.08663474,-0.025252998,-0.13176923,0.43721178
chaoneng_handwash,0.23697247,0.030061679,0.15641218,0.707638,-0.3273964,0.055396166,-0.14255607,-0.28081402,0.91448,0.9001447,0.5433364,0.13338843,1.0811051,0.21850061,0.5546118,0.3243189,-0.018092092,-0.08038409,0.9396669,0.41022968,0.18507197,0.015249066,0.62713146,1.0528045,0.7050244,0.07101157,0.14415443,0.14795202,-0.0054501537,1.6875001,0.9495443,0.60823065,0.5806051,0.27150077,0.56081754,0.0111390045,-0.015927799,-0.014103163,1.4660249,0.6852596,0.81963426,0.103041396,0.030331396,0.3035744,0.6106549,-0.042536497,0.17237017,0.15774614,0.5011404,-0.23325405,0.74549073,0.21065229,0.21038942,0.519,0.3408382,0.5722504,0.063042924,0.11779807,0.09779262,0.27202076,0.25430593,0.5136154,0.54159373,0.7786478,0.40781483,0.8354759,-0.023306474,1.2052903,0.24765,1.3182883,0.055661134,-0.09452753,0.45234668,-0.16180967,0.007125087,0.5160691,0.7613847,-0.18893115,0.023317315,0.5805044,0.41411906,0.3082896,0.54033643,-0.41257924,0.4296317,0.4154433,-0.24438614,-0.14915946,0.5441716,0.102436095,0.16301155,0.24437016,0.01532108,-0.036808237,0.5076259,0.10638737,0.3577834,-0.3534808,0.13195217,-0.23986265,0.2412328,0.25719413,0.07923124,0.23213871,-0.19087094,-0.123281606,0.31487712,-0.06749422,0.37745,0.27664125,0.16094582,-0.20141307,0.30175334,1.0060047,0.058847003,0.17203677,0.28962305,-0.20170757,0.32648426,0.44241685,0.29535848,0.35149178,0.4494169,-0.18522598,0.700277,0.09912841,0.35191655,0.1599517
contactpose_apple,0.14538239,0.29173645,0.39356142,0.3083381,-0.4120582,-0.12081983,0.07499316,-0.09968151,0.32709268,0.326964,0.6350135,0.31174287,0.25211665,0.5835828,-0.010968208,0.098240234,0.21452281,-0.00017258525,0.20040117,0.2975462,-0.27943987,0.08269515,0.41830024,0.65815485,0.5164764,-0.13555004,0.48973387,0.55150867,0.39773962,0.6866267,0.6904904,0.6651944,-0.23004822,0.59553105,0.07637223,0.35670194,0.1786108,0.12197018,0.50138783,0.73292136,0.04927621,-0.16416903,0.24573831,0.079125814,0.24488103,-0.0007734448,-0.08060491,0.18713501,0.029775888,-0.2470845,0.53873307,0.16273066,0.26306716,0.04101308,-0.17618626,0.1432724,0.13720629,0.13051558,0.5267273,0.18310045,-0.21319267,0.11086318,0.37064484,0.11764754,0.08380563,0.50392675,0.47660342,0.63781065,0.019741718,0.602534,0.062793456,0.07489779,0.6646177,0.09322214,-0.07922666,0.34571293,-0.08329056,-0.18338574,0.098317996,0.06358608,0.15612929,0.18264519,0.5575104,0.20489387,0.38608024,0.20758986,-0.054710526,-0.22751771,0.8052913,0.4627452,0.4628188,0.53495157,0.44645107,0.4864833,0.42567933,0.16493252,0.2081189,0.07005568,0.25342214,-0.19930916,0.37486953,0.42671317,0.08342692,0.33823618,0.16242985,-0.018727679,0.3425442,0.18678837,0.09749307,0.18546355,0.1401104,-0.11332882,0.11883928,0.4631738,0.5690193,0.22582728,0.3836049,-0.26231053,-0.077920154,0.014737133,0.3659079,0.35824457,0.5218168,0.51979184,0.12566724,0.5445142,0.44086316,0.6803029
contactpose_banana,0.61495996,0.026770506,0.41440326,0.62152267,-0.6652435,1.0974349,1.0447086,0.44378123,-0.19812769,-0.32394925,0.33381456,-0.08098766,0.62177885,0.15483725,0.24964301,0.32251117,0.91557187,-0.3716739,0.25203425,-0.12350015,-0.12436265,0.04011156,-0.1591636,0.20822874,0.16772233,0.37309957,-0.42756316,0.45094365,0.67217886,0.5134528,0.11474513,0.08208224,-0.49629763,0.9630922,-0.09885089,-0.07105099,-0.6967796,0.31670526,0.09609355,0.34918588,-0.21059202,-0.41973463,0.7185652,0.35912496,0.6123676,0.04937815,0.48850963,-0.1672303,0.5350717,-0.09002054,0.7116121,1.0387565,0.1871863,-0.59300816,0.36036634,0.017081827,0.69864875,0.4815193,-0.0017944286,1.0183585,0.11486601,0.1591496,0.6555355,-0.38459942,-0.39338848,1.3820825,-0.036794215,0.71407455,-0.17697276,0.26659968,0.16942681,-0.035884872,0.7180597,0.59342283,0.09695627,0.5839749,0.26698518,1.122368,-0.26926526,0.34997395,0.6844841,-0.2294434,0.32696748,-0.4572944,-0.14812636,0.14423978,-0.013491023,-0.29542375,0.39019698,0.41822162,-0.11772067,-0.11480709,1.1630745,-0.11379125,0.10450048,-0.06879228,0.106300324,0.21055414,0.31434375,0.11757843,1.1327056,0.9918955,0.044045597,0.21119082,0.13439713,0.72057885,0.45905584,0.012213669,0.016311778,0.5431276,-0.2792238,-0.23651317,0.9807746,0.05239679,0.31871855,0.23045847,0.47285503,-0.34959635,-0.48233768,-0.18808231,0.21318834,0.49931327,0.926484,0.09242344,0.67294675,0.5032698,0.29709703,0.2159938
contactpose_bowl,1.1072618,0.17032894,0.05766153,0.34937316,0.48857662,-0.20663483,0.3468562,0.43795678,0.12965465,0.3992488,0.32918248,0.39359516,0.2374858,0.12564597,0.11614625,0.923581,0.00015680864,-0.31069222,0.555259,0.6918507,0.56279993,-0.17647468,-0.0031427667,0.16118583,0.11392863,0.21144877,-0.34565726,0.14856796,0.4429104,0.1218113,0.10315681,0.2269954,-0.28934819,0.041206907,0.3774892,-0.03917859,0.25780222,0.41620693,-0.0365891,0.24702358,-0.24830809,0.26662126,0.7690539,-0.15649424,0.8786656,0.7521098,-0.06115876,-0.23714368,-0.0039015524,-0.22913244,0.15426964,-0.0075669475,0.40120998,-0.11703454,0.33626804,-0.099063575,0.0054256804,0.9921241,-0.06150601,-0.00011512451,0.31932455,-0.059418593,0.21330822,-0.13210352,-0.25367475,0.29313952,-0.19405122,0.27325878,0.2268843,0.13241445,-0.09221247,0.29880887,-0.00887622,0.42023715,0.053873982,0.00722941,-0.17232576,0.030342877,0.22124115,0.6715489,0.17557994,0.15039673,0.893886,-0.2767346,-0.29997763,0.8286714,-0.11153407,-0.3571796,0.19491379,0.44291377,-0.15206699,1.1671292,0.12449937,0.95266277,0.10603782,-0.013517201,0.43204528,0.56311494,0.34664327,-0.24890961,-0.005924443,0.66487885,-0.24964839,-0.069576964,0.06074501,-0.019166622,0.6675773,0.7064049,0.21230645,0.41845334,0.5011812,-0.21578798,0.4655934,0.1368954,0.19396533,0.3952183,-0.0200997,-0.30881372,0.026303664,-0.0121955015,-0.16788043,0.8609176,0.79623723,0.90503734,0.037386436,-0.06273085,0.070785716,0.688178
contactpose_camera,0.1377961,0.12491306,0.02945425,0.13509545,0.28381518,0.33404523,-0.017707726,0.38055825,0.049246483,-0.069349654,-0.11611234,0.035484675,0.21700062,-0.12709679,0.10960737,-0.0880701,-0.090989724,0.6740167,-0.051769033,0.12473431,0.47301954,0.40320843,-0.042857394,0.30156535,-0.014696069,0.0051660016,0.5998245,-0.043775413,-0.010091679,0.05168053,0.059000842,0.060093276,0.43113136,-0.10343126,0.07100466,0.33469766,0.043991234,0.4227703,0.15311891,0.08118873,-0.465308,0.00088996626,0.15416376,-0.059547506,0.051482927,0.12190774,0.3192241,0.28142378,-0.12846178,0.31585103,-0.11663901,-0.074561745,0.2676094,0.5619233,0.21705417,0.4178167,0.32793564,0.039400876,-0.00882203,-0.1852123,0.43607563,-0.0075838817,-0.16902576,0.5000847,0.6936032,-0.08731051,-0.06314599,0.057443924,-0.0010779276,-0.019069836,0.14201063,0.56601924,0.2052329,0.18411456,0.48095682,0.18564782,0.28180575,0.059863627,0.14326818,0.036301933,0.095139295,0.0012294874,0.12620562,0.73468363,0.6316087,0.04815176,-0.09186633,0.28003582,0.019571291,0.0053623696,0.17370376,0.09029968,-0.033408917,0.6214307,0.13161537,0.10213333,0.6604075,0.16133234,-0.004908882,0.3466564,0.015706666,-0.10801804,0.4847484,-0.12168026,-0.080664426,-0.20280662,0.24261007,0.18045416,0.5223051,0.30173695,0.2247583,0.9884842,-0.15163176,0.25708842,0.26576662,-0.09111206,-0.08914668,0.65036476,0.6530853,0.10687146,0.01304502,-0.02086658,-0.07799746,0.061962273,0.03994064,0.12335499,-0.07487719,0.03328814
contactpose_cup,0.078476876,0.55581766,0.83231205,0.28376663,-0.04890794,-0.039667875,-0.0056383014,-0.18713807,0.13790151,0.78832746,0.4124325,0.78301626,0.0427414,0.5552599,0.072272,0.46835077,0.10713877,0.054397687,0.34835306,0.34671956,-0.19384664,0.2159694,0.05206948,0.9415011,0.5697208,0.17383431,0.592292,0.5681349,0.30277786,0.5164636,0.79451686,0.8828069,-0.0030002194,0.36461285,0.18343833,0.016889075,0.37359866,-0.038406912,0.32721806,0.49136832,-0.09201895,0.510024,0.25442722,0.6155242,0.14092095,0.19371456,0.48171055,0.11670366,0.19220042,-0.173024,0.31014425,0.40978903,0.22108139,-0.10618392,-0.32134157,0.05757331,0.2272796,0.29331002,0.13832721,0.112986304,0.12879066,0.19383748,0.3235608,0.20817417,-0.11608929,0.48926878,0.67925906,0.5616458,0.45477387,0.62348425,0.7031696,-0.064568296,0.5175505,0.26332268,0.049663514,0.51638246,-0.13617858,0.18900937,0.37707794,0.14375205,0.1725015,0.61347955,0.29632115,0.4406867,-0.13089836,0.15223509,-0.04665113,0.25315258,0.5421216,0.28127524,0.44305462,0.65886265,0.16372338,0.35643652,0.02046052,-0.01948569,-0.08984555,0.3679306,0.27182204,0.17181037,0.32270417,0.20536846,0.23233329,0.45839852,0.6717965,0.098066725,0.16511267,0.5738099,-0.041740537,0.33611137,0.61247283,-0.43621346,0.14866635,0.840047,0.45896566,0.18924013,0.66647154,-0.063189805,-0.14698799,0.38712668,0.38773513,0.5701967,0.5382857,0.39658505,0.09010796,0.28207925,0.1738673,0.36924684
contactpose_flashlight,0.404794,-0.09292706,0.46113443,-0.0012707859,-0.22227359,-0.0631014,0.65281475,0.1509695,0.60979146,0.8830528,0.4603083,-0.1517463,0.23137805,0.3036425,-0.08052655,0.121252604,0.43044674,-0.14687392,-0.019243687,0.19427058,0.042759378,-0.12222519,0.66684693,-0.03467547,0.53202134,0.49275398,-0.034331184,0.3623034,0.42838714,0.64909416,0.47984672,0.21755306,0.041279003,0.4337278,0.21187854,0.17357774,-0.10009202,0.051719587,0.7443878,0.16845575,0.11771172,-0.010072281,0.29919538,0.6424412,0.41600248,0.23973987,0.15678594,0.043079462,0.03702582,0.3315815,0.501559,0.25812647,-0.06603484,-0.027738111,0.21189784,0.5210075,0.38452846,0.19559228,0.5105759,-0.0291378,0.073197156,0.06861381,-0.0030739363,0.13470665,-0.101680584,0.5719013,-0.044099137,0.13506415,0.09001531,0.53967017,0.051369585,-0.09951054,0.40875736,0.36546102,0.5181553,0.7043283,0.060392432,0.31217474,0.7515368,-0.0074646473,0.37084967,0.47291955,0.7177309,-0.1689776,0.44314805,0.19948974,0.056799576,-0.34053612,0.38807392,0.848201,0.5513062,0.18215743,0.3152612,0.19350311,0.37084654,0.79566926,-0.18232508,-0.04491929,0.8349527,0.47863227,0.876217,0.17501208,0.19877496,0.24120258,0.26695654,0.19157156,0.11662282,0.48203087,0.28636816,0.55672485,-0.07730161,-0.093403034,0.38766038,0.333799,0.95719564,0.046843126,0.5380015,-0.22751239,0.2464556,0.071440175,0.11424953,0.1799975,0.2209486,-0.10951917,0.27876738,0.5661773,0.34856355,0.24448101
