code,pose,category,intent,filepath,max_length,min_length,cluster,split
cylinder_bottle_s544,005005_use_s15544,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s544/005005_use_s15544.json,0.1446802,0.1039676,16,test
cylinder_bottle_s544,003979_handover_another_s15544,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s544/003979_handover_another_s15544.json,0.1446802,0.1039676,13,test
cylinder_bottle_s544,003979_handover_s15544,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s544/003979_handover_s15544.json,0.1446802,0.1039676,9,test
cylinder_bottle_s544,007102_handover_another_s15544,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s544/007102_handover_another_s15544.json,0.1446802,0.1039676,9,test
cylinder_bottle_s104,005874_liftup_s15104,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/005874_liftup_s15104.json,0.291157,0.0718403,17,train
cylinder_bottle_s104,001523_liftup_s15104,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/001523_liftup_s15104.json,0.291157,0.0718403,2,train
cylinder_bottle_s104,002972_liftup_s15104,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/002972_liftup_s15104.json,0.291157,0.0718403,2,train
cylinder_bottle_s104,005496_handover_another_s15104,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/005496_handover_another_s15104.json,0.291157,0.0718403,5,train
cylinder_bottle_s104,002185_handover_another_s15104,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/002185_handover_another_s15104.json,0.291157,0.0718403,1,train
cylinder_bottle_s104,001990_handover_another_s15104,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/001990_handover_another_s15104.json,0.291157,0.0718403,2,train
cylinder_bottle_s104,006288_use_s15104,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/006288_use_s15104.json,0.291157,0.0718403,14,train
cylinder_bottle_s104,004656_use_s15104,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/004656_use_s15104.json,0.291157,0.0718403,15,train
cylinder_bottle_s104,003511_use_s15104,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/003511_use_s15104.json,0.291157,0.0718403,2,train
cylinder_bottle_s104,003243_hold_s15104,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s104/003243_hold_s15104.json,0.291157,0.0718403,15,train
headphones_s106,000267_hold_s41106,headphones,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s106/000267_hold_s41106.json,0.1651475,0.0921655999999999,11,train
headphones_s106,000237_hold_s41106,headphones,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s106/000237_hold_s41106.json,0.1651475,0.0921655999999999,11,train
headphones_s106,000045_hold_s41106,headphones,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s106/000045_hold_s41106.json,0.1651475,0.0921655999999999,11,train
headphones_s106,000197_handover_another_s41106,headphones,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s106/000197_handover_another_s41106.json,0.1651475,0.0921655999999999,3,train
headphones_s106,000158_handover_s41106,headphones,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s106/000158_handover_s41106.json,0.1651475,0.0921655999999999,8,train
headphones_s106,000197_handover_s41106,headphones,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s106/000197_handover_s41106.json,0.1651475,0.0921655999999999,2,train
headphones_s106,000401_use_s41106,headphones,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s106/000401_use_s41106.json,0.1651475,0.0921655999999999,0,train
headphones_s131,000025_handover_s41131,headphones,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000025_handover_s41131.json,0.1796655999999999,0.0758,9,train
headphones_s131,000025_handover_another_s41131,headphones,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000025_handover_another_s41131.json,0.1796655999999999,0.0758,2,train
headphones_s131,000218_handover_s41131,headphones,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000218_handover_s41131.json,0.1796655999999999,0.0758,2,train
headphones_s131,000332_use_s41131,headphones,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000332_use_s41131.json,0.1796655999999999,0.0758,19,train
headphones_s131,000468_use_s41131,headphones,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000468_use_s41131.json,0.1796655999999999,0.0758,1,train
headphones_s131,000424_use_s41131,headphones,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000424_use_s41131.json,0.1796655999999999,0.0758,19,train
headphones_s131,000290_hold_s41131,headphones,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000290_hold_s41131.json,0.1796655999999999,0.0758,11,train
headphones_s131,000379_hold_s41131,headphones,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s131/000379_hold_s41131.json,0.1796655999999999,0.0758,11,train
cylinder_bottle_s222,002391_handover_s15222,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/002391_handover_s15222.json,0.245932,0.1010006,1,train
cylinder_bottle_s222,002560_handover_another_s15222,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/002560_handover_another_s15222.json,0.245932,0.1010006,1,train
cylinder_bottle_s222,004372_handover_s15222,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/004372_handover_s15222.json,0.245932,0.1010006,15,train
cylinder_bottle_s222,003031_liftup_s15222,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/003031_liftup_s15222.json,0.245932,0.1010006,8,train
cylinder_bottle_s222,005971_liftup_s15222,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/005971_liftup_s15222.json,0.245932,0.1010006,15,train
cylinder_bottle_s222,001582_liftup_s15222,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/001582_liftup_s15222.json,0.245932,0.1010006,15,train
cylinder_bottle_s222,004753_use_s15222,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/004753_use_s15222.json,0.245932,0.1010006,15,train
cylinder_bottle_s222,002761_use_s15222,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/002761_use_s15222.json,0.245932,0.1010006,15,train
cylinder_bottle_s222,003569_use_s15222,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s222/003569_use_s15222.json,0.245932,0.1010006,15,train
flashlight_1,000044_use_o23101,flashlight,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/flashlight_1/000044_use_o23101.json,0.1387663,0.0381384,7,train
flashlight_1,000064_use_o23101,flashlight,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/flashlight_1/000064_use_o23101.json,0.1387663,0.0381384,7,train
flashlight_1,000033_handover_o23101,flashlight,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/flashlight_1/000033_handover_o23101.json,0.1387663,0.0381384,7,train
knife_s325,002041_use_s20325,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s325/002041_use_s20325.json,0.234909,0.0169832,7,train
knife_s325,002981_use_s20325,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s325/002981_use_s20325.json,0.234909,0.0169832,10,train
knife_s325,001369_use_s20325,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s325/001369_use_s20325.json,0.234909,0.0169832,12,train
knife_s325,001583_handover_s20325,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s325/001583_handover_s20325.json,0.234909,0.0169832,7,train
cylinder_bottle_s159,001813_hold_s15159,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/001813_hold_s15159.json,0.250992,0.0805742,1,test
cylinder_bottle_s159,003265_hold_s15159,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/003265_hold_s15159.json,0.250992,0.0805742,15,test
cylinder_bottle_s159,002724_use_s15159,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/002724_use_s15159.json,0.250992,0.0805742,15,test
cylinder_bottle_s159,004704_use_s15159,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/004704_use_s15159.json,0.250992,0.0805742,15,test
cylinder_bottle_s159,006336_use_s15159,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/006336_use_s15159.json,0.250992,0.0805742,14,test
cylinder_bottle_s159,002362_handover_another_s15159,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/002362_handover_another_s15159.json,0.250992,0.0805742,15,test
cylinder_bottle_s159,002529_handover_s15159,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/002529_handover_s15159.json,0.250992,0.0805742,15,test
cylinder_bottle_s159,005544_handover_another_s15159,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/005544_handover_another_s15159.json,0.250992,0.0805742,5,test
cylinder_bottle_s159,005922_liftup_s15159,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/005922_liftup_s15159.json,0.250992,0.0805742,17,test
cylinder_bottle_s159,001545_liftup_s15159,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/001545_liftup_s15159.json,0.250992,0.0805742,15,test
cylinder_bottle_s159,005120_liftup_s15159,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s159/005120_liftup_s15159.json,0.250992,0.0805742,17,test
cylinder_bottle_s481,003166_liftup_s15481,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/003166_liftup_s15481.json,0.1596006,0.0563421,12,train
cylinder_bottle_s481,005379_liftup_s15481,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/005379_liftup_s15481.json,0.1596006,0.0563421,13,train
cylinder_bottle_s481,005792_handover_s15481,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/005792_handover_s15481.json,0.1596006,0.0563421,0,train
cylinder_bottle_s481,004204_handover_another_s15481,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/004204_handover_another_s15481.json,0.1596006,0.0563421,6,train
cylinder_bottle_s481,002157_handover_another_s15481,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/002157_handover_another_s15481.json,0.1596006,0.0563421,12,train
cylinder_bottle_s481,001962_hold_s15481,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/001962_hold_s15481.json,0.1596006,0.0563421,0,train
cylinder_bottle_s481,003437_hold_s15481,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/003437_hold_s15481.json,0.1596006,0.0563421,12,train
cylinder_bottle_s481,006595_use_s15481,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s481/006595_use_s15481.json,0.1596006,0.0563421,7,train
cylinder_bottle_s134,004682_use_s15134,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/004682_use_s15134.json,0.210059,0.0594972,14,train
cylinder_bottle_s134,002717_use_s15134,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/002717_use_s15134.json,0.210059,0.0594972,14,train
cylinder_bottle_s134,003525_use_s15134,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/003525_use_s15134.json,0.210059,0.0594972,14,train
cylinder_bottle_s134,005522_handover_another_s15134,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/005522_handover_another_s15134.json,0.210059,0.0594972,6,train
cylinder_bottle_s134,002005_handover_another_s15134,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/002005_handover_another_s15134.json,0.210059,0.0594972,14,train
cylinder_bottle_s134,002197_handover_s15134,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/002197_handover_s15134.json,0.210059,0.0594972,14,train
cylinder_bottle_s134,005900_liftup_s15134,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/005900_liftup_s15134.json,0.210059,0.0594972,0,train
cylinder_bottle_s134,001538_liftup_s15134,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/001538_liftup_s15134.json,0.210059,0.0594972,14,train
cylinder_bottle_s134,005098_liftup_s15134,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s134/005098_liftup_s15134.json,0.210059,0.0594972,13,train
cylinder_bottle_s310,007420_handover_s15310,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s310/007420_handover_s15310.json,0.260657,0.072825,5,train
cylinder_bottle_s310,004442_handover_s15310,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s310/004442_handover_s15310.json,0.260657,0.072825,5,train
cylinder_bottle_s310,007050_handover_s15310,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s310/007050_handover_s15310.json,0.260657,0.072825,2,train
cylinder_bottle_s310,004825_use_s15310,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s310/004825_use_s15310.json,0.260657,0.072825,2,train
cylinder_bottle_s310,007546_use_s15310,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s310/007546_use_s15310.json,0.260657,0.072825,17,train
cylinder_bottle_s310,006043_liftup_s15310,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s310/006043_liftup_s15310.json,0.260657,0.072825,17,train
cylinder_bottle_s310,006769_liftup_s15310,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s310/006769_liftup_s15310.json,0.260657,0.072825,2,train
contactpose_bowl,000648_liftup_C12001,bowl,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000648_liftup_C12001.json,0.1505192,0.0782369,3,train
contactpose_bowl,000864_liftup_C12001,bowl,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000864_liftup_C12001.json,0.1505192,0.0782369,3,train
contactpose_bowl,000937_liftup_C12001,bowl,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000937_liftup_C12001.json,0.1505192,0.0782369,3,train
contactpose_bowl,000580_handover_C12001,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000580_handover_C12001.json,0.1505192,0.0782369,3,train
contactpose_bowl,000076_handover_another_C12001,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000076_handover_another_C12001.json,0.1505192,0.0782369,3,train
contactpose_bowl,000715_use_C12001,bowl,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000715_use_C12001.json,0.1505192,0.0782369,0,train
contactpose_bowl,000283_use_C12001,bowl,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000283_use_C12001.json,0.1505192,0.0782369,3,train
contactpose_bowl,000787_hold_C12001,bowl,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000787_hold_C12001.json,0.1505192,0.0782369,3,train
contactpose_bowl,000364_hold_C12001,bowl,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/contactpose_bowl/000364_hold_C12001.json,0.1505192,0.0782369,18,train
knife_s239,003344_use_s20239,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s239/003344_use_s20239.json,0.2332779999999999,0.01703501,7,test
knife_s239,000833_use_s20239,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s239/000833_use_s20239.json,0.2332779999999999,0.01703501,7,test
knife_s239,003523_use_s20239,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s239/003523_use_s20239.json,0.2332779999999999,0.01703501,12,test
knife_s239,002570_handover_another_s20239,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s239/002570_handover_another_s20239.json,0.2332779999999999,0.01703501,7,test
knife_s239,002782_handover_s20239,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s239/002782_handover_s20239.json,0.2332779999999999,0.01703501,10,test
knife_s239,002371_handover_another_s20239,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s239/002371_handover_another_s20239.json,0.2332779999999999,0.01703501,10,test
headphones_s136,000146_use_s41136,headphones,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s136/000146_use_s41136.json,0.1264628,0.0386711,9,test
headphones_s136,000337_use_s41136,headphones,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s136/000337_use_s41136.json,0.1264628,0.0386711,19,test
headphones_s136,000029_handover_another_s41136,headphones,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s136/000029_handover_another_s41136.json,0.1264628,0.0386711,4,test
headphones_s136,000384_hold_s41136,headphones,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s136/000384_hold_s41136.json,0.1264628,0.0386711,18,test
headphones_s136,000255_hold_s41136,headphones,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/headphones_s136/000255_hold_s41136.json,0.1264628,0.0386711,12,test
cylinder_bottle_s439,004184_handover_s15439,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/004184_handover_s15439.json,0.1799163,0.0786748999999999,0,test
cylinder_bottle_s439,002478_handover_another_s15439,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/002478_handover_another_s15439.json,0.1799163,0.0786748999999999,14,test
cylinder_bottle_s439,005757_handover_another_s15439,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/005757_handover_another_s15439.json,0.1799163,0.0786748999999999,13,test
cylinder_bottle_s439,004926_use_s15439,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/004926_use_s15439.json,0.1799163,0.0786748999999999,16,test
cylinder_bottle_s439,006559_use_s15439,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/006559_use_s15439.json,0.1799163,0.0786748999999999,12,test
cylinder_bottle_s439,003682_use_s15439,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/003682_use_s15439.json,0.1799163,0.0786748999999999,13,test
cylinder_bottle_s439,003417_hold_s15439,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/003417_hold_s15439.json,0.1799163,0.0786748999999999,14,test
cylinder_bottle_s439,003146_liftup_s15439,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/003146_liftup_s15439.json,0.1799163,0.0786748999999999,13,test
cylinder_bottle_s439,006144_liftup_s15439,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s439/006144_liftup_s15439.json,0.1799163,0.0786748999999999,0,test
gamecontroller_maya17,000014_handover_o43116,gamecontroller,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/gamecontroller_maya17/000014_handover_o43116.json,0.1538168,0.0616957,3,train
gamecontroller_maya17,000014_handover_another_o43116,gamecontroller,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/gamecontroller_maya17/000014_handover_another_o43116.json,0.1538168,0.0616957,8,train
gamecontroller_maya17,000030_handover_o43116,gamecontroller,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/gamecontroller_maya17/000030_handover_o43116.json,0.1538168,0.0616957,16,train
gamecontroller_maya17,000060_use_o43116,gamecontroller,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/gamecontroller_maya17/000060_use_o43116.json,0.1538168,0.0616957,0,train
bowl_s152,000614_handover_another_s12152,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s152/000614_handover_another_s12152.json,0.1559528,0.063623,4,test
bowl_s152,000614_handover_s12152,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s152/000614_handover_s12152.json,0.1559528,0.063623,3,test
bowl_s152,000110_handover_another_s12152,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s152/000110_handover_another_s12152.json,0.1559528,0.063623,3,test
bowl_s152,000329_use_s12152,bowl,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s152/000329_use_s12152.json,0.1559528,0.063623,3,test
eyeglasses_maya_28,000340_hold_o40227,eyeglasses,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_28/000340_hold_o40227.json,0.2308299999999999,0.0773866,3,train
eyeglasses_maya_28,000564_hold_o40227,eyeglasses,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_28/000564_hold_o40227.json,0.2308299999999999,0.0773866,5,train
eyeglasses_maya_28,000291_liftup_o40227,eyeglasses,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_28/000291_liftup_o40227.json,0.2308299999999999,0.0773866,11,train
cylinder_bottle_s288,007412_handover_s15288,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s288/007412_handover_s15288.json,0.1574876,0.0419522,12,train
cylinder_bottle_s288,004425_handover_s15288,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s288/004425_handover_s15288.json,0.1574876,0.0419522,12,train
cylinder_bottle_s288,007043_handover_s15288,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s288/007043_handover_s15288.json,0.1574876,0.0419522,12,train
cylinder_bottle_s288,006897_hold_s15288,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s288/006897_hold_s15288.json,0.1574876,0.0419522,6,train
